province_std_source,city_std_source,district_std_source,province_std_final,city_std_final,district_std_final,city_std_confidence,city_std_reason,record_count,example_job_id,example_detail_url
广东,珠海,金湾区,广东,珠海,金湾区,high,exact-city-alias,2106,job_002163,https://jobs.51job.com/zhuhai-jwq/171674830.html?s=sou_sou_soulb&t=0_0&req=e14bca5788d386adc849ac26f4622448
云南,昆明,盘龙区,云南,昆明,盘龙区,high,exact-city-alias,2099,job_008100,https://jobs.51job.com/kunming-plq/170410821.html?s=sou_sou_soulb&t=0_0&req=285fe2946d59c8345e3737661d2dc296
广东,东莞,寮步镇,广东,东莞,寮步镇,high,exact-city-alias,2022,job_001826,https://jobs.51job.com/dongguan-lbz/171674341.html?s=sou_sou_soulb&t=0_0&req=a946f27531e9f76a9efe47305dbb80d3
广东,珠海,,广东,珠海,,high,exact-city-alias,1999,job_002165,https://jobs.51job.com/zhuhai/171626168.html?s=sou_sou_soulb&t=0_0&req=e14bca5788d386adc849ac26f4622448
广东,东莞,虎门镇,广东,东莞,虎门镇,high,exact-city-alias,1994,job_001821,https://jobs.51job.com/dongguan-hm/162178506.html?s=sou_sou_soulb&t=0_0&req=a946f27531e9f76a9efe47305dbb80d3
四川,成都,郫都区,四川,成都,郫都区,high,exact-city-alias,1992,job_006154,https://jobs.51job.com/chengdu-pdq/171666872.html?s=sou_sou_soulb&t=0_0&req=60a5c2805641692fcae5e74872595e55
广东,东莞,南城区,广东,东莞,南城区,high,exact-city-alias,1990,job_001840,https://jobs.51job.com/dongguan-ncq/171390632.html?s=sou_sou_soulb&t=0_0&req=a946f27531e9f76a9efe47305dbb80d3
四川,成都,青羊区,四川,成都,青羊区,high,exact-city-alias,1989,job_006158,https://jobs.51job.com/chengdu-qyq/171336287.html?s=sou_sou_soulb&t=0_0&req=60a5c2805641692fcae5e74872595e55
云南,昆明,西山区,云南,昆明,西山区,high,exact-city-alias,1981,job_008094,https://jobs.51job.com/kunming-xsq/159113978.html?s=sou_sou_soulb&t=0_0&req=285fe2946d59c8345e3737661d2dc296
广东,佛山,三水区,广东,佛山,三水区,high,exact-city-alias,1968,job_002302,https://jobs.51job.com/foshan-ssq/171558811.html?s=sou_sou_soulb&t=0_0&req=752db80933022e02425d90c0b399643e
江苏,常州,金坛区,江苏,常州,金坛区,high,exact-city-alias,1950,job_005366,https://jobs.51job.com/changzhou-jtq/171267197.html?s=sou_sou_soulb&t=0_0&req=f999bd2c01d2d4b09044548d102a0be5
江苏,南京,浦口区,江苏,南京,浦口区,high,exact-city-alias,1934,job_003999,https://jobs.51job.com/nanjing-pkq/122025317.html?s=sou_sou_soulb&t=0_0&req=4fb0fb84a4942b0c853a8ea19c919720
山东,青岛,,山东,青岛,,high,exact-city-alias,1924,job_006565,https://jobs.51job.com/qingdao/171234594.html?s=sou_sou_soulb&t=0_0&req=49fa21f4a13df9e7f28418008970f854
湖北,荆门,,湖北,荆门,,high,exact-city-alias,1920,job_000252,https://campus.51job.com/jmrcj2025/job-detail.html?jobid=169610524
广东,惠州,博罗县,广东,惠州,博罗县,high,exact-city-alias,1912,job_002421,https://jobs.51job.com/huizhou-blx/171414553.html?s=sou_sou_soulb&t=0_0&req=7f7f56957e7f3bd345909221e2d7796e
江苏,南京,建邺区,江苏,南京,建邺区,high,exact-city-alias,1905,job_003985,https://jobs.51job.com/nanjing-jyq/171651464.html?s=sou_sou_soulb&t=0_0&req=4fb0fb84a4942b0c853a8ea19c919720
四川,成都,锦江区,四川,成都,锦江区,high,exact-city-alias,1901,job_006166,https://jobs.51job.com/chengdu-jjq/167691659.html?s=sou_sou_soulb&t=0_0&req=60a5c2805641692fcae5e74872595e55
广东,东莞,东城区,广东,东莞,东城区,high,exact-city-alias,1888,job_001859,https://jobs.51job.com/dongguan-dcq/166063468.html?s=sou_sou_soulb&t=0_0&req=a946f27531e9f76a9efe47305dbb80d3
四川,成都,金牛区,四川,成都,金牛区,high,exact-city-alias,1886,job_006177,https://jobs.51job.com/chengdu-jnq/152845619.html?s=sou_sou_soulb&t=0_0&req=60a5c2805641692fcae5e74872595e55
北京,北京,大兴区,北京,北京,大兴区,high,exact-city-alias,1803,job_000002,https://jobs.51job.com/beijing-dxq/171581172.html?s=sou_sou_soulb&t=0_0&req=0949676080f5f0934c4c3b057039b46f
辽宁,大连,,辽宁,大连,,high,exact-city-alias,1781,job_007947,https://jobs.51job.com/dalian/170097390.html?s=sou_sou_soulb&t=0_0&req=e1b1b71554bb5199b3e777db2b72821f
北京,北京,丰台区,北京,北京,丰台区,high,exact-city-alias,1775,job_000001,https://jobs.51job.com/beijing-ftq/171104997.html?s=sou_sou_soulb&t=0_0&req=0949676080f5f0934c4c3b057039b46f
福建,厦门,,福建,厦门,,high,exact-city-alias,1775,job_006480,https://jobs.51job.com/xiamen/170658171.html?s=sou_sou_soulb&t=0_0&req=3b5fc5d5199b102a0f5a0ad878bfb85d
四川,成都,成华区,四川,成都,成华区,high,exact-city-alias,1744,job_006162,https://jobs.51job.com/chengdu-chq/171030620.html?s=sou_sou_soulb&t=0_0&req=60a5c2805641692fcae5e74872595e55
广东,东莞,厚街镇,广东,东莞,厚街镇,high,exact-city-alias,1719,job_001846,https://jobs.51job.com/dongguan-hjz/163029987.html?s=sou_sou_soulb&t=0_0&req=a946f27531e9f76a9efe47305dbb80d3
安徽,合肥,包河区,安徽,合肥,包河区,high,exact-city-alias,1712,job_006781,https://jobs.51job.com/hefei-bhq/135283359.html?s=sou_sou_soulb&t=0_0&req=438aa1e02e3d1521ebaf4547b54fb9ec
河北,石家庄,,河北,石家庄,,high,exact-city-alias,1710,job_000055,https://jobs.51job.com/shijiazhuang/166551014.html?s=sou_sou_soulb&t=0_1&req=65db290ec74d0f1830403b24f5884710
安徽,芜湖,,安徽,芜湖,,high,exact-city-alias,1697,job_006793,https://jobs.51job.com/wuhu/171557883.html?s=sou_sou_soulb&t=0_0&req=438aa1e02e3d1521ebaf4547b54fb9ec
福建,福州,,福建,福州,,high,exact-city-alias,1626,job_006324,https://jobs.51job.com/fuzhou/148294740.html?s=sou_sou_soulb&t=0_1&req=89ac95d143441721f1423741900b6bcd
广东,东莞,常平镇,广东,东莞,常平镇,high,exact-city-alias,1615,job_001842,https://jobs.51job.com/dongguan-cpz/171623729.html?s=sou_sou_soulb&t=0_0&req=a946f27531e9f76a9efe47305dbb80d3
江苏,无锡,梁溪区,江苏,无锡,梁溪区,high,exact-city-alias,1611,job_005137,https://jobs.51job.com/wuxi-lxq/171283329.html?s=sou_sou_soulb&t=0_0&req=93b42b82ee51aae4afe7314ad6a9250f
江苏,南京,鼓楼区,江苏,南京,鼓楼区,high,exact-city-alias,1604,job_003988,https://jobs.51job.com/nanjing-glq/170308198.html?s=sou_sou_soulb&t=0_0&req=4fb0fb84a4942b0c853a8ea19c919720
浙江,杭州,临平区,浙江,杭州,临平区,high,exact-city-alias,1596,job_005631,https://jobs.51job.com/hangzhou-lpq/170939613.html?s=sou_sou_soulb&t=0_0&req=0bcd7ecbb8c10cd966c70e7739685bd9
浙江,宁波,镇海区,浙江,宁波,镇海区,high,exact-city-alias,1591,job_005642,https://jobs.51job.com/ningbo-zhq/169507075.html?s=sou_sou_soulb&t=0_0&req=0bcd7ecbb8c10cd966c70e7739685bd9
湖南,长沙,长沙县,湖南,长沙,长沙县,high,exact-city-alias,1586,job_007626,https://jobs.51job.com/changsha-csx/171429164.html?s=sou_sou_soulb&t=0_0&req=d1d0d05b398a90240b491b32f9ee423c
辽宁,大连,金州区,辽宁,大连,金州区,high,exact-city-alias,1577,job_007961,https://jobs.51job.com/dalian-jzq/170571685.html?s=sou_sou_soulb&t=0_0&req=e1b1b71554bb5199b3e777db2b72821f
浙江,嘉兴,嘉善县,浙江,嘉兴,嘉善县,high,exact-city-alias,1564,job_005645,https://jobs.51job.com/jiaxing-jsx/171581337.html?s=sou_sou_soulb&t=0_0&req=0bcd7ecbb8c10cd966c70e7739685bd9
广东,东莞,大岭山镇,广东,东莞,大岭山镇,high,exact-city-alias,1556,job_001892,https://jobs.51job.com/dongguan-dlsz/170840014.html?s=sou_sou_soulb&t=0_0&req=80c3ec4003521e563e9f6815e843820f
江苏,南京,栖霞区,江苏,南京,栖霞区,high,exact-city-alias,1539,job_004002,https://jobs.51job.com/nanjing-qxq/171168879.html?s=sou_sou_soulb&t=0_0&req=4fb0fb84a4942b0c853a8ea19c919720
贵州,贵阳,,贵州,贵阳,,high,exact-city-alias,1538,job_008157,https://jobs.51job.com/guiyang/163940659.html?s=sou_sou_soulb&t=0_0&req=8fc364855997af9dfb24f4823506e3a2
安徽,合肥,高新区,安徽,合肥,高新区,high,exact-city-alias,1527,job_006796,https://jobs.51job.com/hefei-gxq/171096083.html?s=sou_sou_soulb&t=0_0&req=438aa1e02e3d1521ebaf4547b54fb9ec
广东,清远,清城区,广东,清远,清城区,high,exact-city-alias,1508,job_002628,https://jobs.51job.com/qingyuan-qcq/171270647.html?s=sou_sou_soulb&t=0_0&req=0033b3559af545ef0e2fd11017e9a4d7
广东,东莞,大朗镇,广东,东莞,大朗镇,high,exact-city-alias,1506,job_001866,https://jobs.51job.com/dongguan-dlz/171072820.html?s=sou_sou_soulb&t=0_0&req=a946f27531e9f76a9efe47305dbb80d3
广东,东莞,清溪镇,广东,东莞,清溪镇,high,exact-city-alias,1504,job_001913,https://jobs.51job.com/dongguan-qxz/160164622.html?s=sou_sou_soulb&t=0_0&req=80c3ec4003521e563e9f6815e843820f
江苏,南通,通州区,江苏,南通,通州区,high,exact-city-alias,1502,job_005527,https://jobs.51job.com/nantong-tzq/171561276.html?s=sou_sou_soulb&t=0_0&req=44f20d73565cf144da99db82a572c244
江苏,南京,秦淮区,江苏,南京,秦淮区,high,exact-city-alias,1477,job_004028,https://jobs.51job.com/nanjing-qhq/171063988.html?s=sou_sou_soulb&t=0_0&req=4fb0fb84a4942b0c853a8ea19c919720
重庆,重庆,沙坪坝区,重庆,重庆,沙坪坝区,high,exact-city-alias,1469,job_003840,https://jobs.51job.com/chongqing-spbq/171408582.html?s=sou_sou_soulb&t=0_0&req=90034b182fc29c92c3ea7530d30db53b
江苏,南京,雨花台区,江苏,南京,雨花台区,high,exact-city-alias,1463,job_003987,https://jobs.51job.com/nanjing-yhtq/151330037.html?s=sou_sou_soulb&t=0_0&req=4fb0fb84a4942b0c853a8ea19c919720
江苏,南京,玄武区,江苏,南京,玄武区,high,exact-city-alias,1463,job_003998,https://jobs.51job.com/nanjing-xwq/171133035.html?s=sou_sou_soulb&t=0_0&req=4fb0fb84a4942b0c853a8ea19c919720
陕西,西安,未央区,陕西,西安,未央区,high,exact-city-alias,1451,job_007784,https://jobs.51job.com/xian-wyq/170046920.html?s=sou_sou_soulb&t=0_0&req=d39bf751ee95785621b4bcbdd616430c
江苏,苏州,姑苏区,江苏,苏州,姑苏区,high,exact-city-alias,1443,job_004354,https://jobs.51job.com/suzhou-gsq/169682802.html?s=sou_sou_soulb&t=0_0&req=2f78c8bcc5b26a8487b3bf20b01c20c1
江苏,常州,钟楼区,江苏,常州,钟楼区,high,exact-city-alias,1442,job_005352,https://jobs.51job.com/changzhou-zlq/171386113.html?s=sou_sou_soulb&t=0_0&req=f999bd2c01d2d4b09044548d102a0be5
重庆,重庆,九龙坡区,重庆,重庆,九龙坡区,high,exact-city-alias,1418,job_003843,https://jobs.51job.com/chongqing-jlpq/171280852.html?s=sou_sou_soulb&t=0_0&req=90034b182fc29c92c3ea7530d30db53b
浙江,嘉兴,平湖市,浙江,嘉兴,平湖市,high,exact-city-alias,1417,job_005675,https://jobs.51job.com/jiaxing-phs/171153657.html?s=sou_sou_soulb&t=0_0&req=0bcd7ecbb8c10cd966c70e7739685bd9
山西,太原,,山西,太原,,high,exact-city-alias,1401,job_007926,https://jobs.51job.com/taiyuan/138791670.html?s=sou_sou_soulb&t=0_0&req=9261977793182cff61e4e464f603f9a9
重庆,重庆,渝中区,重庆,重庆,渝中区,high,exact-city-alias,1398,job_003838,https://jobs.51job.com/chongqing-yzq/120022006.html?s=sou_sou_soulb&t=0_0&req=90034b182fc29c92c3ea7530d30db53b
湖北,武汉,硚口区,湖北,武汉,硚口区,high,exact-city-alias,1380,job_007131,https://jobs.51job.com/wuhan-qkq/171659314.html?s=sou_sou_soulb&t=0_0&req=6b0892166965cee51d9887a5cdd87b5a
广东,东莞,黄江镇,广东,东莞,黄江镇,high,exact-city-alias,1343,job_002070,https://jobs.51job.com/dongguan-hj/171344739.html?s=sou_sou_soulb&t=0_0&req=6c6f480dabbbdcd11b402fc393062c59
浙江,宁波,高新区,浙江,宁波,高新区,high,exact-city-alias,1305,job_005691,https://jobs.51job.com/ningbo-gx/171496867.html?s=sou_sou_soulb&t=0_0&req=98c2aeb809c0a47b2625fffa4727b318
广东,江门,,广东,江门,,high,exact-city-alias,1301,job_002601,https://jobs.51job.com/jiangmen/170981762.html?s=sou_sou_soulb&t=0_0&req=1e21b32190f3b072784d350dac151ee4
北京,北京,东城区,北京,北京,东城区,high,exact-city-alias,1295,job_000126,https://jobs.51job.com/beijing-dcq/169909842.html?s=sou_sou_soulb&t=0_0&req=60ca2ffeae6bcecc36b6367c057cdeb8
安徽,合肥,经开区,安徽,合肥,经开区,high,exact-city-alias,1284,job_006823,https://jobs.51job.com/hefei-jkq/170795735.html?s=sou_sou_soulb&t=0_0&req=691ba960ae82a200b7e8aea75dc1d411
江苏,无锡,宜兴市,江苏,无锡,宜兴市,high,exact-city-alias,1274,job_005189,https://jobs.51job.com/wuxi-yxs/169102355.html?s=sou_sou_soulb&t=0_0&req=87d3e84657d5cb7891769952ada5c60b
浙江,温州,,浙江,温州,,high,exact-city-alias,1257,job_005761,https://jobs.51job.com/wenzhou/170560455.html?s=sou_sou_soulb&t=0_0&req=80e7a95737c2b443cd4650410e471193
广东,珠海,珠海高新区,广东,珠海,珠海高新区,high,exact-city-alias,1251,job_002166,https://jobs.51job.com/zhuhai-zhgx/171614476.html?s=sou_sou_soulb&t=0_0&req=e14bca5788d386adc849ac26f4622448
浙江,宁波,奉化区,浙江,宁波,奉化区,high,exact-city-alias,1249,job_009932,https://jobs.51job.com/ningbo-fhq/171320879.html?s=sou_sou_soulb&t=0_0&req=e9edf803fa3bb554e4fa2e636aad90ae
江苏,常州,溧阳市,江苏,常州,溧阳市,high,exact-city-alias,1246,job_005396,https://jobs.51job.com/changzhou-lys/170865080.html?s=sou_sou_soulb&t=0_0&req=f999bd2c01d2d4b09044548d102a0be5
江苏,南京,江北新区,江苏,南京,江北新区,high,exact-city-alias,1243,job_003997,https://jobs.51job.com/nanjing-jbxq/171422045.html?s=sou_sou_soulb&t=0_0&req=4fb0fb84a4942b0c853a8ea19c919720
广东,东莞,凤岗镇,广东,东莞,凤岗镇,high,exact-city-alias,1242,job_001907,https://jobs.51job.com/dongguan-fgz/167594502.html?s=sou_sou_soulb&t=0_0&req=80c3ec4003521e563e9f6815e843820f
陕西,西安,高新技术产业开发区,陕西,西安,高新技术产业开发区,high,exact-city-alias,1223,job_007799,https://jobs.51job.com/xian-gxjs/171565765.html?s=sou_sou_soulb&t=0_0&req=d39bf751ee95785621b4bcbdd616430c
江苏,徐州,,江苏,徐州,,high,exact-city-alias,1221,job_005579,https://jobs.51job.com/xuzhou/161253307.html?s=sou_sou_soulb&t=0_0&req=e62fd625dd81f3318d2f3db1b1f33d0a
黑龙江,哈尔滨,,黑龙江,哈尔滨,,high,exact-city-alias,1202,job_007932,https://jobs.51job.com/harbin/169833330.html?s=sou_sou_soulb&t=0_0&req=4f6c5cd0449bdc71eacb934c0f062029
四川,成都,温江区,四川,成都,温江区,high,exact-city-alias,1170,job_006187,https://jobs.51job.com/chengdu-wjq/169595977.html?s=sou_sou_soulb&t=0_0&req=60a5c2805641692fcae5e74872595e55
安徽,滁州,,安徽,滁州,,high,exact-city-alias,1169,job_006782,https://jobs.51job.com/chuzhou/171369473.html?s=sou_sou_soulb&t=0_0&req=438aa1e02e3d1521ebaf4547b54fb9ec
湖南,长沙,雨花区,湖南,长沙,雨花区,high,exact-city-alias,1167,job_007637,https://jobs.51job.com/changsha-yhq/156971526.html?s=sou_sou_soulb&t=0_0&req=d1d0d05b398a90240b491b32f9ee423c
广东,广州,从化区,广东,广州,从化区,high,exact-city-alias,1166,job_001379,https://jobs.51job.com/guangzhou-chq/171625342.html?s=sou_sou_soulb&t=0_0&req=50cd477752152299424fa76c834b3a61
云南,昆明,呈贡区,云南,昆明,呈贡区,high,exact-city-alias,1123,job_008088,https://jobs.51job.com/kunming-cgq/171665685.html?s=sou_sou_soulb&t=0_0&req=285fe2946d59c8345e3737661d2dc296
广东,珠海,斗门区,广东,珠海,斗门区,high,exact-city-alias,1122,job_002160,https://jobs.51job.com/zhuhai-dmq/171545479.html?s=sou_sou_soulb&t=0_0&req=e14bca5788d386adc849ac26f4622448
吉林,长春,,吉林,长春,,high,exact-city-alias,1099,job_008080,https://schaeffler.51job.com/jobdetail.html?jobid=169759958
北京,北京,西城区,北京,北京,西城区,high,exact-city-alias,1097,job_000006,https://jobs.51job.com/beijing-xcq/171605505.html?s=sou_sou_soulb&t=0_0&req=0949676080f5f0934c4c3b057039b46f
安徽,合肥,肥西县,安徽,合肥,肥西县,high,exact-city-alias,1085,job_006777,https://jobs.51job.com/hefei-fxx/171528813.html?s=sou_sou_soulb&t=0_0&req=438aa1e02e3d1521ebaf4547b54fb9ec
湖北,武汉,黄陂区,湖北,武汉,黄陂区,high,exact-city-alias,1085,job_007513,https://jobs.51job.com/wuhan-hpq/170525585.html?s=sou_sou_soulb&t=0_0&req=b64e0ad9aae23d3278684cdba9fdc600
浙江,嘉兴,桐乡市,浙江,嘉兴,桐乡市,high,exact-city-alias,1079,job_005731,https://jobs.51job.com/jiaxing-txs/157294896.html?s=sou_sou_soulb&t=0_0&req=80e7a95737c2b443cd4650410e471193
广东,东莞,横沥镇,广东,东莞,横沥镇,high,exact-city-alias,1075,job_001824,https://jobs.51job.com/dongguan-hlz/165084409.html?s=sou_sou_soulb&t=0_0&req=a946f27531e9f76a9efe47305dbb80d3
江苏,扬州,,江苏,扬州,,high,exact-city-alias,1073,job_005498,https://jobs.51job.com/yangzhou/171576342.html?s=sou_sou_soulb&t=0_0&req=6d0bcf44b4c0ee0c1e5e7a04bf32a85a
甘肃,兰州,,甘肃,兰州,,high,exact-city-alias,1057,job_008166,https://jobs.51job.com/lanzhou/170780138.html?s=sou_sou_soulb&t=0_0&req=151199a23ed44bed05ec0c54c2ffd189
广东,江门,蓬江区,广东,江门,蓬江区,high,exact-city-alias,1043,job_002610,https://jobs.51job.com/jiangmen-pjq/168178433.html?s=sou_sou_soulb&t=0_0&req=1e21b32190f3b072784d350dac151ee4
湖北,孝感,,湖北,孝感,,high,exact-city-alias,1039,job_007399,https://jobs.51job.com/xiaogan/125798761.html?s=sou_sou_soulb&t=0_0&req=e55dea60baa022a4d8aace2e46a8e7d7
江苏,常州,天宁区,江苏,常州,天宁区,high,exact-city-alias,1039,job_005376,https://jobs.51job.com/changzhou-tnq/170382313.html?s=sou_sou_soulb&t=0_0&req=f999bd2c01d2d4b09044548d102a0be5
江苏,南通,启东市,江苏,南通,启东市,high,exact-city-alias,1034,job_005547,https://jobs.51job.com/nantong-qds/170987743.html?s=sou_sou_soulb&t=0_0&req=44f20d73565cf144da99db82a572c244
浙江,嘉兴,秀洲区,浙江,嘉兴,秀洲区,high,exact-city-alias,1021,job_005665,https://jobs.51job.com/jiaxing-xzq/171502639.html?s=sou_sou_soulb&t=0_0&req=0bcd7ecbb8c10cd966c70e7739685bd9
江苏,南京,溧水区,江苏,南京,溧水区,high,exact-city-alias,1008,job_004091,https://jobs.51job.com/nanjing-lsq/171308179.html?s=sou_sou_soulb&t=0_0&req=126ea4799edff4423eb89a666915b70c
江苏,南通,海门区,江苏,南通,海门区,high,exact-city-alias,1006,job_005523,https://jobs.51job.com/nantong-hmq/171607113.html?s=sou_sou_soulb&t=0_0&req=44f20d73565cf144da99db82a572c244
新疆,乌鲁木齐,,新疆,乌鲁木齐,,high,exact-city-alias,1002,job_008179,https://jobs.51job.com/wulumuqi/170741854.html?s=sou_sou_soulb&t=0_0&req=c9f55dde2be2b5e15199f501c8cbcb6c
河南,郑州,金水区,河南,郑州,金水区,high,exact-city-alias,1002,job_007041,https://jobs.51job.com/jinshuiqu/171547017.html?s=sou_sou_soulb&t=0_0&req=8468dee840d7c61d0a3dfc1ebcbed152
广东,肇庆,四会市,广东,肇庆,四会市,high,exact-city-alias,999,job_002620,https://jobs.51job.com/zhaoqing-shs/171652425.html?s=sou_sou_soulb&t=0_0&req=81be04c9fa3bfd40cf9fd9865be3a5b2
江苏,南通,如皋市,江苏,南通,如皋市,high,exact-city-alias,995,job_005520,https://jobs.51job.com/nantong-rgs/171670080.html?s=sou_sou_soulb&t=0_0&req=44f20d73565cf144da99db82a572c244
重庆,重庆,南岸区,重庆,重庆,南岸区,high,exact-city-alias,988,job_003865,https://jobs.51job.com/chongqing-naq/171575377.html?s=sou_sou_soulb&t=0_0&req=90034b182fc29c92c3ea7530d30db53b
天津,天津,滨海新区,天津,天津,滨海新区,high,exact-city-alias,962,job_003776,https://jobs.51job.com/tianjin-bhxq/171523498.html?s=sou_sou_soulb&t=0_0&req=335e47a8f46b2a46eef4b92d9eed9eaa
广东,中山,火炬开发区,广东,中山,火炬开发区,high,exact-city-alias,955,job_002537,https://jobs.51job.com/zhongshan-hj/171570187.html?s=sou_sou_soulb&t=0_0&req=cb1882c9e5163bb25021626e8d90b59f
浙江,金华,,浙江,金华,,high,exact-city-alias,951,job_005635,https://jobs.51job.com/jinhua/171651236.html?s=sou_sou_soulb&t=0_0&req=0bcd7ecbb8c10cd966c70e7739685bd9
四川,成都,新都区,四川,成都,新都区,high,exact-city-alias,941,job_010209,https://jobs.51job.com/chengdu-xdq/157086451.html?s=sou_sou_soulb&t=0_0&req=fabc83e4a94e95e19ff4d624a7138e3a
广东,江门,新会区,广东,江门,新会区,high,exact-city-alias,940,job_002613,https://jobs.51job.com/jiangmen-xhq/171014619.html?s=sou_sou_soulb&t=0_0&req=1e21b32190f3b072784d350dac151ee4
浙江,湖州,吴兴区,浙江,湖州,吴兴区,high,exact-city-alias,940,job_005667,https://jobs.51job.com/huzhou-wxq/166563548.html?s=sou_sou_soulb&t=0_0&req=0bcd7ecbb8c10cd966c70e7739685bd9
广东,东莞,谢岗镇,广东,东莞,谢岗镇,high,exact-city-alias,932,job_001853,https://jobs.51job.com/dongguan-xgz/169970262.html?s=sou_sou_soulb&t=0_0&req=a946f27531e9f76a9efe47305dbb80d3
浙江,湖州,,浙江,湖州,,high,exact-city-alias,931,job_005774,https://jobs.51job.com/huzhou/171243101.html?s=sou_sou_soulb&t=0_0&req=80e7a95737c2b443cd4650410e471193
浙江,海宁,,浙江,海宁,,high,51job-area-alias,929,job_005737,https://jobs.51job.com/haining/170627868.html?s=sou_sou_soulb&t=0_0&req=80e7a95737c2b443cd4650410e471193
